"TCGA-CM-6680-01A-11D-1837-05",1
"TCGA-CM-6163-01A-11D-1651-05",1
"TCGA-CM-6676-01A-11D-1837-05",3
"TCGA-AA-3509-01A-01D-1407-05",3
"TCGA-A6-6137-01A-11D-1772-05",3
"TCGA-CM-6161-01A-11D-1651-05",3
"TCGA-D5-6922-01A-11D-1926-05",3
"TCGA-D5-5537-01A-21D-1926-05",4
"TCGA-CM-6171-01A-11D-1651-05",4
"TCGA-DM-A1D9-01A-11D-A153-05",1
"TCGA-AZ-6603-01A-11D-1837-05",2
"TCGA-D5-6539-01A-11D-1721-05",3
"TCGA-CM-4744-01A-01D-1407-05",4
"TCGA-A6-6650-01A-11D-1772-05",3
"TCGA-A6-2672-01B-03D-2299-05",4
"TCGA-D5-6923-01A-11D-1926-05",2
"TCGA-RU-A8FL-01A-11D-A36Y-05",3
"TCGA-A6-5660-01A-01D-1651-05",1
"TCGA-AZ-6608-01A-11D-1837-05",2
"TCGA-A6-5665-01A-01D-1651-05",4
"TCGA-A6-4107-01A-02D-1407-05",4
"TCGA-CM-5862-01A-01D-1651-05",3
"TCGA-G4-6311-01A-11D-1721-05",3
"TCGA-F4-6461-01A-11D-1772-05",4
"TCGA-DM-A0XD-01A-12D-A153-05",4
"TCGA-AA-3713-01A-21D-1721-05",4
"TCGA-G4-6304-01A-11D-1926-05",4
"TCGA-A6-2684-01A-01D-1407-05",3
"TCGA-G4-6586-01A-11D-1772-05",4
"TCGA-AZ-6599-01A-11D-1772-05",4
"TCGA-AD-6890-01A-11D-1926-05",3
"TCGA-G4-6320-01A-11D-1721-05",4
"TCGA-A6-5661-01A-01D-1651-05",4
"TCGA-QG-A5Z2-01A-11D-A28O-05",4
"TCGA-CK-4952-01A-01D-1721-05",4
"TCGA-CA-5255-01A-11D-1837-05",4
"TCGA-G4-6317-02A-11D-2064-05",2
"TCGA-QG-A5YW-01A-11D-A28O-05",1
"TCGA-CM-6679-01A-11D-1837-05",3
"TCGA-A6-5656-01A-21D-A27A-05",1
"TCGA-D5-5541-01A-01D-1651-05",2
"TCGA-AZ-4616-01A-21D-1837-05",4
"TCGA-A6-2671-01A-01D-1407-05",3
"TCGA-A6-6781-01A-22D-A27A-05",3
"TCGA-CM-5860-01A-01D-1651-05",4
"TCGA-5M-AATE-01A-11D-A40X-05",3
"TCGA-CM-4746-01A-01D-1407-05",3
"TCGA-A6-6141-01A-11D-1772-05",3
"TCGA-CA-6716-01A-11D-1837-05",4
"TCGA-A6-6650-01B-02D-A27A-05",3
"TCGA-G4-6297-01A-11D-1721-05",1
"TCGA-CM-5349-01A-21D-1721-05",4
"TCGA-AZ-6598-01A-11D-1772-05",4
"TCGA-AA-3510-01A-01D-1407-05",3
"TCGA-NH-A50T-01A-11D-A28O-05",3
"TCGA-AZ-4308-01A-01D-1407-05",2
"TCGA-D5-6535-01A-11D-1721-05",1
"TCGA-T9-A92H-01A-11D-A36Y-05",3
"TCGA-G4-6322-01A-11D-1721-05",4
"TCGA-G4-6303-01A-11D-1772-05",3
"TCGA-AZ-5407-01A-01D-1721-05",4
"TCGA-A6-2677-01A-01D-A27A-05",1
"TCGA-F4-6570-01A-11D-1772-05",4
"TCGA-NH-A5IV-01A-42D-A36Y-05",1
